id;Type;Toetsparameter;ParameterNaam;ParameterBeschrijving;Data aanwezig in Scheldemonitor;Parameter Name in Scheldemonitor;Parameter Ids in Scheldemonitor;url;Dataset name;Opmerkingen data beschikbaarheid;R script geschreven om data in te lezen;Opmerkingen script;Scheldemonitor;Datafiche_ls
31;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde golfhoogte uit hoogste 1/10 deel van de golven in cm in oppervlaktewater;1815;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281815%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
32;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde golfhoogte uit hoogste 1/3 deel van de golven in cm in oppervlaktewater;1816;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281816%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 1000000 #kolommen: 11 kolommen,             min ts: 1997-01-01T01:00:00 max ts: 2019-12-31T01:00:00, minval: 0, maxval 506,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
33;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde golfhoogte uit hoogste 1/50 deel van de golven in cm in oppervlaktewater;1817;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281817%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
34;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde golfperiode in s in oppervlaktewater;1818;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281818%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
35;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde golfperiode uit langste 1/3 deel van de golven in s in oppervlaktewater;1819;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281819%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
36;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Golfhoogte in dm in oppervlaktewater;1822;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281822%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 612 #kolommen: 11 kolommen,             min ts: 1996-01-08T13:08:00 max ts: 2018-12-17T15:37:00, minval: 0, maxval 8,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
37;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Maximaal gemeten golfhoogte in cm in oppervlaktewater;1873;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281873%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
38;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Maximaal gemeten golfperiode in s in oppervlaktewater;1874;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281874%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
39;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Standaard afwijking van golfhoogte verdeling in cm in oppervlaktewater;1967;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281967%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
40;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Standaard afwijking van golfperiode verdeling in s in oppervlaktewater;1968;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281968%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
41;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Totale energie uit energiedichtheidspectrum van 100-200 mHz in cm2 in oppervlaktewater;1997;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281997%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
42;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Totale energie uit energiedichtheidspectrum van 30-100 mHz in cm2 in oppervlaktewater;1998;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281998%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
43;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Gemiddelde periode van de golven waaruit H3 bepaald is in 0.1 s;2594;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282594%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 645506 #kolommen: 11 kolommen,             min ts: 1997-01-01T01:00:00 max ts: 2019-12-31T01:00:00, minval: 21, maxval 405,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
44;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Periodeparameter berekend uit het spectrum 0.03-0.5 Hz in 0.1 s;2596;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282596%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 406627 #kolommen: 11 kolommen,             min ts: 1997-12-01T01:00:00 max ts: 2019-12-31T01:00:00, minval: 12, maxval 282,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
45;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Periodeparameter berekend uit het spectrum 0.03-0.7 Hz in 0.1 s;2597;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282597%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 19173 #kolommen: 11 kolommen,             min ts: 1997-01-01T01:00:00 max ts: 1998-12-10T00:30:00, minval: 0, maxval 77,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
46;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Periodeparameter berekend uit het spectrum 0.03-1.0 Hz in 0.1 s;2598;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282598%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 1000000 #kolommen: 11 kolommen,             min ts: 1998-09-01T02:00:00 max ts: 2019-12-31T01:00:00, minval: 11, maxval 290,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
47;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Significante golfhoogte uit 10mHz spectrum van 0.03-0.500 Hz in cm;2599;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282599%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 406630 #kolommen: 11 kolommen,             min ts: 1997-12-01T01:00:00 max ts: 2019-12-31T01:00:00, minval: 0, maxval 571,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
48;RP;Golven;Jaargemiddelde significante golfhoogte H_1/3;Jaargemiddelde significante golfhoogte Hs of H_1/3, het gemiddelde van de 33% grootste golven per 30 minuten.;ja;Significante golfhoogte uit 10mHz spectrum van 0.03-1.000 Hz in cm;2601;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282601%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 1000000 #kolommen: 11 kolommen,             min ts: 1998-09-01T02:00:00 max ts: 2019-12-31T01:00:00, minval: 0, maxval 669,             dataproviders: RWS - Rijkswaterstaat            ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
49;RP;Golven;Jaarlijks cumulatieve verdeling significante golfhoogte;Onderschrijdingskans van significante golfhoogtes ;nee;;;;Golfwerking;;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-V-006
50;RP;Golven;Jaarlijks cumulatieve verdeling significante golfhoogte;Onderschrijdingskans van significante golfhoogtes ;ja;Frequentie waar het energiespectrum maximaal is in Hz in oppervlaktewater;1806;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281806%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
51;RP;Golven;Jaarlijks cumulatieve verdeling significante golfhoogte;Onderschrijdingskans van significante golfhoogtes ;ja;Gemiddelde golfperiode uit spectrale momenten m0+m2 van 30-1000 mHz in s in oppervlaktewater;1813;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281813%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
52;RP;Golven;Jaarlijks cumulatieve verdeling significante golfhoogte;Onderschrijdingskans van significante golfhoogtes ;ja;Gemiddelde golfhoogte in cm in oppervlaktewater;1814;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281814%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
53;RP;Golven;Jaarlijks cumulatieve verdeling significante golfhoogte;Onderschrijdingskans van significante golfhoogtes ;ja;Gemiddelde golfhoogte uit hoogste 1/10 deel van de golven in cm in oppervlaktewater;1815;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281815%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Golven;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;ja;script leest waarden in en telt aantal records ieder jaar;ja;S-HD-N-006
